date,headline,ticker,source,sentiment_label,compound
2026-09-07 22:06:00,"Dow Futures Fall, Oil Prices Rise; Nvidia, Micron, Sandisk Flash Buy Signals With Apple, Inflation Ahead - Investor's Business Daily",AAPL,Google RSS,neutral,0.0
2026-09-04 17:34:00,Alphabet Stock (GOOGL) Opinions on Strong Cloud Growth Prospects - Quiver Quantitative,GOOGL,Google RSS,neutral,0.0
2026-09-07 13:59:30,Alphabet A stock edges lower as investors weigh strong Q2 earnings and AI spending - AD HOC NEWS,GOOGL,Google RSS,negative,-0.953854203224182
2026-09-04 18:23:00,3 Top Quantum Computing Stocks to Buy in September - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-09-04 16:08:33,Microsoft Stock: Why Satya Nadella's $44 Million Sale May Not Spook Investors - Benzinga,MSFT,Google RSS,neutral,0.0
2026-09-04 12:05:52,Stifel raises Microsoft stock price target to $530 on AI momentum - Investing.com,MSFT,Google RSS,neutral,0.0
2026-09-01 17:38:00,Why Microsoft’s stock could rally another 20% even after a summer winning streak - MarketWatch,MSFT,Google RSS,neutral,0.0
2026-09-07 13:42:33,Microsoft stock gains after strong July earnings and AI-driven Azure growth - AD HOC NEWS,MSFT,Google RSS,positive,0.8331949710845947
2026-09-04 12:06:00,Microsoft (MSFT) Stock: Faces Pressure Despite Strong Cloud and AI Growth,MSFT,Bing RSS,negative,-0.9468289613723756
2026-09-07 22:06:00,"Dow Futures Fall, Oil Prices Rise; Nvidia, Micron, Sandisk Flash Buy Signals With Apple, Inflation Ahead - Investor's Business Daily",NVDA,Google RSS,neutral,0.0
2026-09-07 20:00:00,Nvidia Stock: Is It Still a Good Buy at $230? - The Motley Fool,NVDA,Google RSS,neutral,0.0
2026-09-02 20:53:00,Nvidia Leads Chip Stocks Higher Amid Renewed Confidence In AI Spending - Investor's Business Daily,NVDA,Google RSS,positive,0.9479438066482544
2026-09-06 15:26:26,3 Stocks With September Catalysts Investors Shouldn’t Ignore - MarketBeat,META,Google RSS,neutral,0.0
2026-09-06 15:20:00,3 Stocks With September Catalysts Investors Shouldn’t Ignore,META,Yahoo RSS,neutral,0.0
2026-09-04 22:18:49,"S&P 500, Dow End Lower As Blowout Jobs Report Fans Rate Hike Fears, While Chipmaker Strength Aids Nasdaq —TSLA, NFLX, BE, NVDA In Focus",NFLX,Yahoo RSS,negative,-0.8874525427818298
2026-09-04 09:17:00,OTT Localization Market Forecast Report 2026-2031 - Rising Demand for Multilingual Streaming Content Driving Worldwide Industry Growth,NFLX,Yahoo RSS,positive,0.9327774047851562
2026-09-07 12:21:00,Nvidia Stock: Is It Still a Good Buy at $230?,NVDA,Bing RSS,neutral,0.0
2026-09-08 01:12:32,Why Richtech Robotics Zoomed Nearly 32% Higher in August,NVDA,Yahoo RSS,positive,0.8867702484130859
2026-09-04 16:47:55,Netflix shares drop 4% as rising Treasury yields pressure growth stocks in streaming sector - Pluang,NFLX,Google RSS,negative,-0.9645687937736512
2026-09-08 05:13:00,"Dow futures fall, oil jumps with Apple, inflation ahead; Nvidia, Micron, Sandisk flash buy signals",AAPL,Bing RSS,neutral,0.0
2026-09-08 07:41:34,Oak Family Advisors LLC Has $3.97 Million Stock Position in NVIDIA Corporation $NVDA - MarketBeat,NVDA,Google RSS,neutral,0.0
2026-09-08 07:41:31,Interchange Capital Partners LLC Has $14.04 Million Stock Position in NVIDIA Corporation $NVDA - MarketBeat,NVDA,Google RSS,neutral,0.0
2026-09-08 08:12:59,"US Stock Market Week Ahead: CPI, Apple’s iPhone Event, and Oracle Earnings Loom in a Four-Day Week - Stocks Down Under",AAPL,Google RSS,negative,-0.9685028195381165
2026-09-08 12:57:01,Apple's strong June quarter boosts investor con... - Pluang,AAPL,Google RSS,positive,0.9490602612495422
2026-09-08 13:47:00,The Death of the Safe Haven: How to Fix Your Bond Strategy as Yields Rise,GOOGL,Yahoo RSS,neutral,0.0
2026-09-08 13:13:00,Ryan Olohan Joins MDCalc as Head of Sales,GOOGL,Yahoo RSS,neutral,0.0
2026-09-08 15:42:59,Amazon's AWS growth fuels bullish outlook; shar... - Pluang,AMZN,Google RSS,positive,0.9194980263710022
2026-09-01 17:44:47,Microsoft Stock Drops as $41 Billion Capex Meets 4.8% Yields - finance.yahoo.com,MSFT,Google RSS,negative,-0.9413220882415771
2026-09-07 19:20:01,Nvidia Stock: Is It Still a Good Buy at $230? - finance.yahoo.com,NVDA,Google RSS,neutral,0.0
2026-09-08 16:07:38,Corning's stock plunged 46% in July despite hug... - Pluang,NVDA,Google RSS,negative,-0.9719858169555664
2026-09-07 19:34:01,Nvidia Stock: Is It Still a Good Buy at $230? - The Globe and Mail,NVDA,Google RSS,neutral,0.0
2026-09-08 05:57:00,Tesla (TSLA) Stock Faces Headwinds as August Sales Plunge 26% and Cybercab Debut Falls Flat,TSLA,Bing RSS,negative,-0.9743618965148926
2026-09-08 13:51:58,Bond yield worries persist as oil edges higher: AlphaCheck,TSLA,Yahoo RSS,neutral,0.0
2026-09-08 13:47:00,The Death of the Safe Haven: How to Fix Your Bond Strategy as Yields Rise,META,Yahoo RSS,neutral,0.0
2026-09-08 20:32:00,"Dow Jones Futures: Dow Breaks Support But AMD, HPE Are New Buys; Apple iPhone Event Due - Investor's Business Daily",AAPL,Google RSS,neutral,0.0
2026-09-08 13:33:00,Why Oracle stock rose nearly 15% last month,GOOGL,Bing RSS,positive,0.9228416085243225
2026-09-08 19:49:32,6 Massive Reasons Standard Lithium Stock Popped 33% in August,NVDA,Yahoo RSS,positive,0.5494939684867859
2026-09-08 20:50:00,"What Does ""Reshoring"" Actually Mean for Industrial Investors?",NVDA,Yahoo RSS,neutral,0.0
