date,headline,ticker,source,sentiment_label,compound
2026-07-03 03:00:00,"Dow Jones Futures Rise After Tesla, Sandisk, AI Stocks Dive; Apple, Robinhood Flash Buy Signals - Investor's Business Daily",AAPL,Google RSS,neutral,0.0
2026-07-03 03:07:18,"AMP Says Bonds No Longer a Hedge, Cuts From Some Pension Funds",AAPL,Yahoo RSS,negative,-0.7750720381736755
2026-07-02 21:02:06,"Stock Market Today: Dow Runs 590 Points To New High But Meta, Chip, Optical Stocks Slammed",AAPL,Yahoo RSS,positive,0.7279190421104431
2026-07-02 20:38:15,Update: US Equity Indexes Mixed as Weak Jobs Data Trigger Rotation Out of Growth Stocks,AAPL,Yahoo RSS,negative,-0.96774160861969
2026-06-29 16:13:20,Alphabet debuts in Dow Jones Industrial Average as index tilts toward tech - Reuters,GOOGL,Google RSS,neutral,0.0
2026-06-30 11:05:00,Alphabet Just Joined the Dow Jones Industrial Average. 3 Dow Dividend Stocks to Buy Now. - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-06-29 09:06:00,"The Dow Jones Industrial Average Changes Forever Today: Google Parent Alphabet Is In, Verizon Is Out, and a Longtime Component Is on Thin Ice - The Motley Fool",GOOGL,Google RSS,negative,-0.7512901425361633
2026-06-30 07:41:52,"Google's Alphabet Enters the Dow Jones, Verizon Exits: The 130-Year-Old Index Finally Bows to Big Tech - Disruption Banking",GOOGL,Google RSS,neutral,0.0
2026-06-29 21:03:00,"Dow Jones futures: Stock market rallies on US.-Iran news; Alphabet, Rocket Lab, SpaceX, Tesla are big winners",GOOGL,Bing RSS,neutral,0.0
2026-07-03 03:07:18,"AMP Says Bonds No Longer a Hedge, Cuts From Some Pension Funds",GOOGL,Yahoo RSS,negative,-0.7750720381736755
2026-06-29 20:32:00,Amazon Stock Climbs During Strong Day For Magnificent Seven - Investor's Business Daily,AMZN,Google RSS,positive,0.9022425413131714
2026-06-29 14:13:00,Bears Scream That a Falling $47.66 Average Prime Day Order Proves the Consumer Is Dead: This Is Why I Keep Buying The Stock - 24/7 Wall St.,AMZN,Google RSS,negative,-0.943976879119873
2026-07-02 23:54:47,"Why Is Microsoft Stock Falling, and is it a Generational Buying Opportunity? - The Motley Fool",MSFT,Google RSS,negative,-0.7872371077537537
2026-07-03 00:45:00,"Why Is Microsoft Stock Falling, and is it a Generational Buying Opportunity? - The Globe and Mail",MSFT,Google RSS,negative,-0.905290186405182
2026-07-02 11:52:40,Microsoft stock hits one-year low amid AI spending concerns - qz.com,MSFT,Google RSS,negative,-0.9260715246200562
2026-07-02 13:23:00,3 Stocks Due for a Major Rally in July - The Motley Fool,MSFT,Google RSS,neutral,0.0
2026-07-01 07:04:07,"Microsoft stock price forecasts target 2026, 2027, 2030 - Let's Data Science",MSFT,Google RSS,neutral,0.0
2026-07-02 17:27:59,"Why Is Microsoft Stock Falling, And Is It a Generational Buying Opportunity?",MSFT,Bing RSS,negative,-0.8417186141014099
2026-07-02 20:07:00,"Nvidia Partners With 'Neoclouds' Sharon AI, Firmus Technologies - Investor's Business Daily",NVDA,Google RSS,neutral,0.0
2026-06-29 13:54:00,Nvidia Stock Rises Amid Signs of Strong AI Chip Demand - Barron's,NVDA,Google RSS,positive,0.798330545425415
2026-06-29 20:09:03,Nvidia Is Still a Bargain. Analysts See 57% Upside in NVDA Stock. - Barchart.com,NVDA,Google RSS,neutral,0.0
2026-07-02 19:09:00,3 AI Stocks to Still Buy If Inflation Stays Sticky - The Motley Fool,NVDA,Google RSS,neutral,0.0
