date,headline,ticker,source,sentiment_label,compound
2026-07-06 20:20:00,Broadcom Stock Rises On New Apple Supply Deal - Investor's Business Daily,AAPL,Google RSS,positive,0.5850635170936584
2026-07-06 21:43:44,"S&P 500, Nasdaq close sharply higher as Broadcom rallies - Reuters",AAPL,Google RSS,positive,0.570421576499939
2026-07-06 12:41:21,"Apple’s stock jump adds $209B, but foldable iPhone numbers lag price rise - TechStock²",AAPL,Google RSS,neutral,0.0
2026-07-06 18:17:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Motley Fool",GOOGL,Google RSS,positive,0.9462510347366332
2026-07-06 17:37:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Globe and Mail",GOOGL,Google RSS,positive,0.945020854473114
2026-07-06 11:28:11,AI Stocks Retail Investors Are Watching in Broadcom ServiceNow and Alphabet - simplywall.st,GOOGL,Google RSS,neutral,0.0
2026-07-04 12:20:28,Alphabet Inc-CL C (NASDAQ:GOOG) Emerges as a Strong Growth Stock with a Favorable Technical Setup - ChartMill,GOOGL,Google RSS,positive,0.9545316100120544
2026-07-06 11:42:00,These 3 Growth Stocks Can Outperform Through AI Tailwinds and Everyday Consumer Strength - The Motley Fool,GOOGL,Google RSS,positive,0.4987840354442596
2026-07-04 11:44:00,Alphabet Officially Joins the Dow. These 3 Dow Dividend Stocks Are Better Buys for July. - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-07-03 17:30:00,Alphabet Stock at $356: Is Google Still a Strong Buy in July 2026?,GOOGL,Bing RSS,neutral,0.0
2026-07-06 17:37:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet",GOOGL,Yahoo RSS,positive,0.9450973868370056
2026-07-06 21:01:15,"Amid Strong, Positive Catalysts and the Endorsement of Goldman Sachs, Amazon Stock Looks Very Attractive - Barchart.com",AMZN,Google RSS,positive,0.8514057397842407
2026-07-06 18:17:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Motley Fool",AMZN,Google RSS,positive,0.9462510347366332
2026-07-06 17:37:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Globe and Mail",AMZN,Google RSS,positive,0.945020854473114
2026-07-06 18:46:59,Shopify Stock And The Peril Of A Personal Best,AMZN,Yahoo RSS,negative,-0.6294011473655701
2026-07-06 17:37:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet",AMZN,Yahoo RSS,positive,0.9450973868370056
2026-07-06 17:41:00,Microsoft Stock Selloff Is Creating Value Opportunities In Overlooked Industrial Names - simplywall.st,MSFT,Google RSS,neutral,0.0
2026-07-02 23:55:13,"Why Is Microsoft Stock Falling, and is it a Generational Buying Opportunity? - The Motley Fool",MSFT,Google RSS,negative,-0.7872371077537537
2026-07-02 07:00:00,"Why Is Microsoft Stock Falling, and is it a Generational Buying Opportunity? - AOL.com",MSFT,Google RSS,negative,-0.7495375275611877
2026-07-02 11:52:40,Microsoft stock hits one-year low amid AI spending concerns - qz.com,MSFT,Google RSS,negative,-0.9260715246200562
2026-07-06 21:24:38,"S&P 500, Nasdaq End Higher On Support From Strong Tech Gains Led By Nvidia, Dow Hits Record Highs — MSFT, NVDA, LMT, AVGO, SPCX In Focus",MSFT,Yahoo RSS,positive,0.9290769696235656
2026-07-06 23:24:00,"Dow Jones Futures: AI Stocks Astera, Bloom, Tesla Rebound; SpaceX Slides Ahead Of Nasdaq-100 Inclusion - Investor's Business Daily",NVDA,Google RSS,negative,-0.8786645531654358
2026-07-06 10:03:39,NVIDIA Stock Forecast 2026: Is NVDA Still a Good Investment After the $4 Trillion AI Rally? - WEEX,NVDA,Google RSS,positive,0.6320408582687378
2026-07-06 15:50:00,"The Second-Biggest Stock Sale in History Hits the Nasdaq Friday, and Chip Stocks Are Ripping",NVDA,Bing RSS,neutral,0.0
2026-07-06 23:09:55,"Dow Jones Futures: AI Stocks Astera, Bloom, Tesla Rebound; SpaceX Slides Ahead Of Nasdaq-100 Inclusion",NVDA,Yahoo RSS,negative,-0.8914390206336975
2026-07-06 21:24:38,"S&P 500, Nasdaq End Higher On Support From Strong Tech Gains Led By Nvidia, Dow Hits Record Highs — MSFT, NVDA, LMT, AVGO, SPCX In Focus",NVDA,Yahoo RSS,positive,0.9290769696235656
2026-07-03 08:22:41,Tesla: Shares Fall Despite Strong Second-Quarter Deliveries Growth - Morningstar,TSLA,Google RSS,negative,-0.9698497653007508
2026-07-02 13:07:44,"Tesla stock sinks 7% despite strong deliveries report, posting worst day in nearly a year - CNBC",TSLA,Google RSS,negative,-0.9578706622123718
2026-07-06 23:24:00,"Dow Jones Futures: AI Stocks Astera, Bloom, Tesla Rebound; SpaceX Slides Ahead Of Nasdaq-100 Inclusion - Investor's Business Daily",TSLA,Google RSS,negative,-0.8786645531654358
2026-07-02 21:05:00,Why Tesla’s stock sank to its worst day in a year despite blowout delivery numbers - MarketWatch,TSLA,Google RSS,negative,-0.9040796756744384
2026-07-02 14:19:34,US Open: Nasdaq surges amid semiconductor rebound 🔼 Tesla shares down despite strong deliveries report - XTB.com,TSLA,Google RSS,negative,-0.9647502899169922
2026-07-02 17:06:23,Strong quarterly sales failed to boost Tesla's stock price as analysts await further progress on AI. - 富途牛牛,TSLA,Google RSS,positive,0.4983507096767425
2026-07-06 14:34:03,Tesla stock up 3% today after Thursday's selloff: what's behind the rebound? - Invezz,TSLA,Google RSS,positive,0.9131059050559998
2026-07-06 23:09:55,"Dow Jones Futures: AI Stocks Astera, Bloom, Tesla Rebound; SpaceX Slides Ahead Of Nasdaq-100 Inclusion",TSLA,Yahoo RSS,negative,-0.8914390206336975
2026-07-06 21:18:09,"Update: US Equity Indexes Advance as Communication Services, Technology Top Sector Charts While Crude Oil Trades Steady",TSLA,Yahoo RSS,positive,0.8828745484352112
2026-07-06 17:40:13,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Globe and Mail",META,Google RSS,positive,0.945020854473114
2026-07-06 14:37:00,"Retail Traders Watch META, MU, BABA, TSLA, And RKLB As AI, Regulation, And Space M&A Drive Markets - foreignpolicyjournal.com",META,Google RSS,neutral,0.0
2026-07-01 15:03:43,Meta stock jumps on report of AI cloud business expansion plans - TradingView,META,Google RSS,neutral,0.0
2026-07-06 11:25:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet",META,Bing RSS,positive,0.9450973868370056
2026-07-06 16:20:19,Morgan Stanley sees smarter AI cloud path for Meta,META,Yahoo RSS,positive,0.6040136814117432
2026-07-04 20:04:00,Netflix (NASDAQ:NFLX) stock’s holiday bounce gives investors clear July watch - TechStock²,NFLX,Google RSS,positive,0.5236369967460632
2026-07-06 08:22:00,AAPL Stock Dips Premarket: Analyst Warns Foldable iPhone Supply Issues Could Blow September Launch Window - Stocktwits,AAPL,Google RSS,negative,-0.9555870890617371
2026-07-06 14:37:00,"Retail Traders Watch META, MU, BABA, TSLA, And RKLB As AI, Regulation, And Space M&A Drive Markets - foreignpolicyjournal.com",AAPL,Google RSS,neutral,0.0
2026-07-06 21:01:15,"Amid Strong, Positive Catalysts and the Endorsement of Goldman Sachs, Amazon Stock Looks Very Attractive",AMZN,Yahoo RSS,positive,0.9232522249221802
2026-07-06 16:39:59,Why Is Microsoft Stock Falling Monday? - Microsoft (NASDAQ:MSFT) - Benzinga,MSFT,Google RSS,negative,-0.9028966426849365
2026-07-07 00:35:01,This Tech Giant Was the Worst-Performing Mega-Cap in the Dow Jones Industrial Average in the First Half. Stock to Avoid or No-Brainer Buying Opportunity? - The Globe and Mail,MSFT,Google RSS,negative,-0.8847668170928955
2026-07-01 16:35:00,Microsoft stock suffers worst month since 2000,MSFT,Bing RSS,negative,-0.9665484428405762
2026-07-02 11:18:00,"Tesla stock sinks 7% despite strong deliveries report, posting worst day in nearly a year",TSLA,Bing RSS,negative,-0.9707358479499817
2026-07-02 19:00:00,Why Tesla’s stock sank to its worst day in a year despite blowout delivery numbers,TSLA,Bing RSS,negative,-0.9143766760826111
2026-07-02 20:25:00,Tesla's Latest Deliveries Report Exceeded Expectations. TSLA Stock Is Falling Anyway.,TSLA,Bing RSS,negative,-0.9692736864089966
2026-07-06 18:17:00,"Meta Stock Surged 9% to $612.91 on July 1 After Reports That Mark Zuckerberg Is Building a Cloud Business to Compete With Amazon, Microsoft, and Alphabet - The Motley Fool",META,Google RSS,positive,0.9462510347366333
