date,headline,ticker,source,sentiment_label,compound
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,AAPL,Yahoo RSS,neutral,0.0
2026-03-06 13:32:00,Best Health & Fitness Stocks to Buy Now for Strong Growth,AAPL,Yahoo RSS,positive,0.6322218775749207
2026-03-07 16:09:00,3 Top Tech Stocks to Buy in March - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-03-07 23:26:00,"The Best ""Magnificent Seven"" Stocks to Buy in March - Nasdaq",GOOGL,Google RSS,neutral,0.0
2026-03-06 20:06:01,Alphabet stock price slips below $300 as weak jobs data hits megacap tech - Traders Union,GOOGL,Google RSS,negative,-0.9485357403755188
2026-03-07 16:37:07,3 Top Tech Stocks to Buy in March - The Globe and Mail,GOOGL,Google RSS,neutral,0.0
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,GOOGL,Yahoo RSS,neutral,0.0
2026-03-06 21:41:48,Claar Advisors Initiates Stake in Callaway as Golf Equipment Demand Remains Strong,GOOGL,Yahoo RSS,positive,0.7570738792419434
2026-03-07 19:54:00,Amazon stock week ahead: What traders watch after the Amazon outage and AWS’s new healthcare AI push - TechStock²,AMZN,Google RSS,neutral,0.0
2026-03-07 11:25:00,The 3 Best Retail Stocks to Buy in March - The Motley Fool,AMZN,Google RSS,neutral,0.0
2026-03-04 21:27:32,BofA reiterates Buy on Amazon stock on Anthropic growth outlook - Investing.com,AMZN,Google RSS,neutral,0.0
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,AMZN,Yahoo RSS,neutral,0.0
2026-03-07 11:45:00,The 3 Best Retail Stocks to Buy in March,AMZN,Yahoo RSS,neutral,0.0
2026-03-06 18:37:15,“Supply Chain Risk” Status Means Little to Microsoft; Microsoft Stock (NASDAQ:MSFT) Slips Despite Anthropic Sales Plans - TipRanks,MSFT,Google RSS,negative,-0.96826833486557
2026-03-07 19:09:00,Microsoft Stock Price Week Ahead: Can MSFT Hold Near $409 as AI Demand Faces a CPI Test? - TechStock²,MSFT,Google RSS,neutral,0.0
2026-03-07 12:32:33,"Uniting Wealth Partners LLC Acquires 2,833 Shares of Microsoft Corporation $MSFT - MarketBeat",MSFT,Google RSS,neutral,0.0
2026-03-03 18:11:16,"MSFT stock price today: Microsoft shares rise, investors watch AI execution - onmsft.com",MSFT,Google RSS,positive,0.5155226588249207
2026-03-03 14:31:45,"‘It’s Performing Worse,’ Says Investor About Microsoft Stock - TipRanks",MSFT,Google RSS,negative,-0.9602940082550048
2026-03-02 14:32:51,‘A No Brainer’: Top Investor Bullish on Microsoft Stock - TipRanks,MSFT,Google RSS,neutral,0.0
2026-03-07 18:50:17,"Dow Jones Movers: IBM Leads, Sherwin-Williams Drags as Analysts Clash on Salesforce",MSFT,Yahoo RSS,negative,-0.8933454751968384
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,MSFT,Yahoo RSS,neutral,0.0
2026-03-06 21:41:48,Claar Advisors Initiates Stake in Callaway as Golf Equipment Demand Remains Strong,MSFT,Yahoo RSS,positive,0.7570738792419434
2026-03-08 01:47:00,"Oil and Gas Stocks Are Surging, but Nvidia Is Still Worth Double the S&P 500 Energy Sector. Are Energy Stocks Undervalued? - The Motley Fool",NVDA,Google RSS,neutral,0.0
2026-03-07 01:16:00,"Nvidia-Tied AI Stocks Vertiv, Lumentum, Coherent To Join S&P 500 Index - Investor's Business Daily",NVDA,Google RSS,neutral,0.0
2026-03-07 19:55:25,"Nvidia Stock Price Week Ahead: Friday’s 3% Slide Sets Up CPI, TSMC Sales and GTC Test - TechStock²",NVDA,Google RSS,negative,-0.4972674250602722
2026-03-02 13:07:00,Goldman Sachs resets Nvidia stock forecast after earnings - thestreet.com,NVDA,Google RSS,neutral,0.0
2026-03-06 14:23:19,Nvidia Stock Forecast: Trending Strong Buy Among Analysts - TipRanks,NVDA,Google RSS,positive,0.9397191405296326
2026-03-08 02:07:00,"Oil and Gas Stocks Are Surging, but Nvidia Is Still Worth Double the S&P 500 Energy Sector. Are Energy Stocks Undervalued? - AOL.com",NVDA,Google RSS,neutral,0.0
2026-03-07 16:09:00,3 Top Tech Stocks to Buy in March - The Motley Fool,NVDA,Google RSS,neutral,0.0
2026-03-06 11:44:32,"Nvidia stock consolidates at $183 as Tigress Financial raises price target, keeps Strong Buy - Traders Union",NVDA,Google RSS,positive,0.7881532311439514
2026-03-05 19:14:50,Nvidia and AMD Stocks Drop after Report of New U.S. Rules Requiring Approval for AI Chip Exports - TipRanks,NVDA,Google RSS,negative,-0.9559974670410156
2026-03-07 17:52:00,"Oil and Gas Stocks Are Surging, but Nvidia Is Still Worth Double the S&P 500 Energy Sector. Are Energy Stocks Undervalued?",NVDA,Bing RSS,neutral,0.0
2026-03-06 17:55:00,"If Tesla Stock Doubled Again, How Much Richer Could the Average Investor Become?",TSLA,Bing RSS,neutral,0.0
2026-03-04 02:51:00,Tesla gains after BofA jumps back in with a bull rating,TSLA,Bing RSS,positive,0.5855184197425842
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,TSLA,Yahoo RSS,neutral,0.0
2026-03-07 16:36:03,3 Top Tech Stocks to Buy in March - The Globe and Mail,META,Google RSS,neutral,0.0
2026-03-04 01:48:00,Meta (META) Stock: CFO Unloads $36M in Shares Amid Strong Analyst Sentiment,META,Bing RSS,positive,0.8377367258071899
2026-03-07 16:07:48,TQQQ Holders Face a Risk That Has Nothing to Do With the Nasdaq Falling,META,Yahoo RSS,neutral,0.0
2026-03-07 17:52:05,Will Kurv Yield Premium Strategy Netflix stock issue positive guidance - Gold Moves & Safe Capital Growth Plans - Naître et grandir,NFLX,Google RSS,neutral,0.0
2026-03-07 15:04:40,Netflix Stock Heats Up as Analysts Chase Higher Targets - TipRanks,NFLX,Google RSS,positive,0.4902648329734802
