date,headline,ticker,source,sentiment_label,compound
2026-03-19 18:28:10,Apple stock price slips toward $248 as Fed outlook keeps pressure on tech - Traders Union,AAPL,Google RSS,negative,-0.9565250277519226
2026-03-17 09:02:06,Flow Traders U.S. LLC Makes New $2.74 Million Investment in Alphabet Inc. $GOOG - MarketBeat,GOOGL,Google RSS,neutral,0.0
2026-03-19 09:05:03,Alphabet (GOOGL) Stock Higher Higher After Jim Cramer Said It Was A Good Quantum Computing Stock In January 2025,GOOGL,Bing RSS,positive,0.944057285785675
2026-03-18 12:09:14,"8 Key Items Shaping the Stock Market Wednesday: Fed, VIX, Amazon, Swarmer - TheStreet Pro",AMZN,Google RSS,neutral,0.0
2026-03-17 20:28:59,Amazon stock rebounds as AI outlook boosts AWS growth narrative - investingLive,AMZN,Google RSS,negative,-0.6639237999916077
2026-03-17 21:58:00,"Stock Market Today (LIVE): Stocks Buck Rising Oil Prices, Tesla Locks In on the Grid - The Motley Fool",AMZN,Google RSS,positive,0.6067171096801758
2026-03-18 14:11:29,Microsoft stock: Suspected OpenAI contract breach triggers renewed selling - Traders Union,MSFT,Google RSS,negative,-0.9549071192741394
2026-03-17 08:49:43,"Fort Point Capital Partners LLC Sells 15,017 Shares of Microsoft Corporation $MSFT - MarketBeat",MSFT,Google RSS,neutral,0.0
2026-03-18 14:18:47,Nvidia Stock Forecast: Trending Strong Buy Among Analysts - TipRanks,NVDA,Google RSS,positive,0.9397191405296326
2026-03-19 21:30:02,"U.S. Stock Market Today: S&P 500, Dow Jones, Nasdaq down. Check Nvidia, Tesla stocks' performance - The Economic Times",NVDA,Google RSS,negative,-0.7712245583534241
2026-03-16 07:01:00,"Nvidia's stock price is 'entirely out of sync' with its growth outlook, analyst says",NVDA,Bing RSS,negative,-0.9258983731269836
2026-03-20 00:35:00,3 Best Dividend Growth Stocks to Buy in March,NVDA,Yahoo RSS,neutral,0.0
2026-03-19 20:23:00,Is Tesla Stock Headed for a Fall? AI Hype Is Masking 2 Years of Falling EV Sales. - Barron's,TSLA,Google RSS,negative,-0.950796365737915
2026-03-19 21:30:02,"U.S. Stock Market Today: S&P 500, Dow Jones, Nasdaq down. Check Nvidia, Tesla stocks' performance - The Economic Times",TSLA,Google RSS,negative,-0.7712245583534241
2026-03-19 09:29:14,Tesla stock dips 1.7% as Musk signals continued large-scale Nvidia chip buying - Traders Union,TSLA,Google RSS,negative,-0.9458643794059752
2026-03-19 09:58:00,"Why Nvidia, Micron, Tesla stock crashing big today: NVDA down 1% while MU stock crashes nearly 5% — here’s why TSLA stock is falling today amid oil surge and Fed uncertainty",TSLA,Bing RSS,negative,-0.9666942358016968
2026-03-19 20:23:00,Is Tesla Stock Headed for a Fall? AI Hype Is Masking 2 Years of Falling EV Sales.,TSLA,Yahoo RSS,negative,-0.9649714827537536
2026-03-19 19:59:24,Sector Update: Consumer Stocks Decline Late Afternoon,TSLA,Yahoo RSS,negative,-0.9715571403503418
2026-03-16 11:50:19,Meta shares jump after Reuters report on plans for layoffs of 20% or more - Reuters,META,Google RSS,negative,-0.9245667457580566
2026-03-16 15:42:59,"Stocks making the biggest moves midday: Nvidia, Peloton, Meta, Dollar Tree & more - CNBC",META,Google RSS,neutral,0.0
2026-03-16 09:23:26,Meta stock gains on report of possible 20% workforce cuts to offset AI costs - Investing.com,META,Google RSS,negative,-0.8186579346656799
2026-03-19 14:10:35,Meta Platforms Stock Forecast: Trending Strong Buy by Analysts - TipRanks,META,Google RSS,positive,0.7096743583679199
2026-03-19 19:48:34,Sector Update: Tech Stocks Higher Late Afternoon,META,Yahoo RSS,positive,0.9232140183448792
2026-03-19 16:42:10,Netflix stock drops 3.06% as technical signals remain mixed and sentiment weakens - Traders Union,NFLX,Google RSS,negative,-0.9677194356918336
2026-03-16 16:27:04,"Stocks making the biggest moves midday: Nvidia, Peloton, Meta, Dollar Tree & more",NVDA,CNBC Finance,neutral,0.0
2026-03-16 16:27:04,"Stocks making the biggest moves midday: Nvidia, Peloton, Meta, Dollar Tree & more",META,CNBC Finance,neutral,0.0
2026-03-17 09:01:53,Alphabet Inc. $GOOGL Shares Acquired by Flow Traders U.S. LLC - MarketBeat,GOOGL,Google RSS,neutral,0.0
2026-03-16 14:35:15,Microsoft stock price forecast: Bearish technicals persist as MSFT trades in $390 to $410 range - Traders Union,MSFT,Google RSS,negative,-0.8925279974937439
2026-03-19 13:23:00,Is Tesla stock headed for a fall? AI hype is masking 2 years of falling EV sales.,TSLA,Bing RSS,negative,-0.9649714827537536
2026-03-20 05:24:06,Alphabet Inc. Class A stock faces AI competition pressure amid antitrust scrutiny and cloud growth s - AD HOC NEWS,GOOGL,Google RSS,negative,-0.963769257068634
2026-03-20 05:55:51,Microsoft Tumbles 19% in 2026: Is the AI Story Falling Apart or a Buying Opportunity? - NAI500,MSFT,Google RSS,negative,-0.5106185674667358
