date,headline,ticker,source,sentiment_label,compound
2026-03-12 16:55:58,Apple stock price firms near $260 as yields ease after oil reversal - Traders Union,AAPL,Google RSS,negative,-0.7216731905937195
2026-03-12 18:05:00,The Best Growth Index ETF to Invest $100 in March 2026,AAPL,Yahoo RSS,neutral,0.0
2026-03-10 13:00:00,"S&P 500: Top Funds Dump 10 Stocks (Including Alphabet), Morningstar Says - Investor's Business Daily",GOOGL,Google RSS,negative,-0.6582157015800476
2026-03-12 17:12:22,Alphabet stock price holds near $303 as yields and oil pressure megacap tech - Traders Union,GOOGL,Google RSS,negative,-0.9205065965652466
2026-03-11 14:30:28,​Alphabet stock price steadies near $307 after CPI keeps rates in focus - Traders Union,GOOGL,Google RSS,negative,-0.8029939532279968
2026-03-11 23:32:00,3 Top Artificial Intelligence Stocks to Buy in March - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-03-09 13:50:11,"‘A Bet Worth Making,’ Says Top Investor About Alphabet Stock - TipRanks",GOOGL,Google RSS,neutral,0.0
2026-03-11 18:40:00,3 Top Quantum Computing Stocks to Buy in March - The Motley Fool,GOOGL,Google RSS,neutral,0.0
2026-03-12 06:30:02,Earnings growth & price strength make Alphabet (GOOGL) a stock to watch,GOOGL,Bing RSS,neutral,0.0
2026-03-12 18:05:00,The Best Growth Index ETF to Invest $100 in March 2026,GOOGL,Yahoo RSS,neutral,0.0
2026-03-10 07:46:53,"Amazon.com, Inc. $AMZN Stock Position Increased by Zeno Equity Partners LLP - MarketBeat",AMZN,Google RSS,positive,0.7417221665382385
2026-03-12 20:05:00,SenesTech Announces 2025 Financial Results Driven by Strong Growth in E-Commerce,AMZN,Yahoo RSS,positive,0.9404368996620178
2026-03-11 09:08:51,Microsoft Corporation $MSFT Shares Purchased by Interchange Capital Partners LLC - MarketBeat,MSFT,Google RSS,neutral,0.0
2026-03-10 07:46:46,Microsoft Corporation $MSFT Shares Sold by Granite Investment Partners LLC - MarketBeat,MSFT,Google RSS,neutral,0.0
2026-03-12 21:03:37,SentinelOne's quarterly profit forecast falls short of estimates amid stiff competition,MSFT,Yahoo RSS,negative,-0.9721328020095824
2026-03-12 18:05:00,The Best Growth Index ETF to Invest $100 in March 2026,MSFT,Yahoo RSS,neutral,0.0
2026-03-12 13:04:00,"Dow Jones Futures Fall; Crude Oil Prices Top $90 On Tanker Attacks, Port Disruption - Investor's Business Daily",NVDA,Google RSS,negative,-0.9444067478179932
2026-03-12 12:03:16,"‘Cautious Optimism,’ Says Top Investor About Tesla Stock - TipRanks",TSLA,Google RSS,neutral,0.0
2026-03-11 18:55:23,Tesla stock rises on strong China sales growth in February - Investing.com,TSLA,Google RSS,positive,0.8449826836585999
2026-03-12 00:08:26,Strong China Sales and Digital Optimus Focus Boosts Tesla Stock TSLA Despite Mixed Earnings - FXLeaders,TSLA,Google RSS,positive,0.9496182799339294
2026-03-11 16:36:32,"Tesla stock jumps nearly 3% today, but the rally may not last - TradingView",TSLA,Google RSS,positive,0.7861752510070801
2026-03-11 13:16:45,Tesla Stock Rises as China-Made EV Sales Soar 91% in February — Is Demand Rebounding? - TipRanks,TSLA,Google RSS,positive,0.9265402555465698
2026-03-12 11:17:34,"Roberts Capital Advisors LLC Lowers Stake in Tesla, Inc. $TSLA - MarketBeat",TSLA,Google RSS,negative,-0.7112623453140259
2026-03-11 19:26:28,"Tesla stock jumps nearly 3% today, but the rally may not last - CryptoRank",TSLA,Google RSS,positive,0.5491833090782166
2026-03-11 16:39:24,"Tesla stock jumps nearly 3% today, but the rally may not last - Invezz",TSLA,Google RSS,positive,0.8125292658805847
2026-03-11 13:20:09,Evercore ISI reiterates Netflix stock rating on survey strength - Investing.com,NFLX,Google RSS,neutral,0.0
2026-03-06 17:55:00,"If Tesla Stock Doubled Again, How Much Richer Could the Average Investor Become?",TSLA,Bing RSS,neutral,0.0
2026-03-13 08:20:00,2 Top Dividend Stocks to Buy in March,NVDA,Yahoo RSS,neutral,0.0
2026-03-13 09:27:25,Natixis Advisors LLC Boosts Position in Microsoft Corporation $MSFT - MarketBeat,MSFT,Google RSS,positive,0.9310523867607116
2026-03-12 14:00:02,Why Jefferies Says Microsoft Stock Looks Cheap Despite AI Growth - Barchart.com,MSFT,Google RSS,neutral,0.0
2026-03-13 12:14:23,​​Tesla shares react to oil price surge and market volatility - ig.com,TSLA,Google RSS,neutral,0.0
2026-03-13 04:51:00,Tesla stock is on track to avoid a 4-week losing streak. China sales data are helping.,TSLA,Bing RSS,positive,0.7938232421875
2026-03-13 12:43:21,"Stocks to watch on Friday: LCID, META, AAPL, COST (SP500:) - Seeking Alpha",META,Google RSS,neutral,0.0
